;;;;;;;
Anexo I - FDCA Fundos Habilitados 2023;;;;;;;
;;;;;;;
N�;CNPJ;IBGE;UF;Munic�pio/Estado;Banco;Ag�ncia;Conta
380;17714484000133;2306009;CE;Iracema;001;1074;0000000000000017713X
381;28236645000147;2306207;CE;Itai�aba;001;0121;00000000000001122096
382;39660573000187;2306256;CE;Itaitinga;001;3880;00000000000000052477
383;23444549000170;2306306;CE;Itapaj�;001;0852;00000000000000072427
384;19794574000107;2306405;CE;Itapipoca;104;0748;00000000000000012218
385;26947629000137;2306553;CE;Itarema;001;3881;00000000000000211745
386;30554251000189;2306603;CE;Itatira;001;8172;00000000000000022187
387;21237860000113;2306702;CE;Jaguaretama;001;4514;00000000000000101958
388;14534511000106;2306801;CE;Jaguaribara;001;1294;00000000000000159484
389;16669706000180;2307007;CE;Jaguaruana;001;2201;00000000000000004006
390;30032499000180;2307106;CE;Jardim;001;2208;00000000000000233323
391;21232514000142;2307254;CE;Jijoca de Jericoacoara;001;4605;00000000000000118060
392;14760717000146;2307304;CE;Juazeiro do Norte;001;0433;00000000000000705322
393;21237752000140;2307403;CE;Juc�s;001;2225;00000000000000601233
394;16741905000152;2307601;CE;Limoeiro do Norte;001;2253;00000000000000394173
395;37375924000182;2307635;CE;Madalena;001;3959;00000000000000134880
396;13017292000117;2307650;CE;Maracana�;001;3302;00000000000000800007
397;17953502000130;2307700;CE;Maranguape;001;0481;00000000000000431583
398;31162759000102;2307908;CE;Martin�pole;001;2087;00000000000000286397
399;17984043000151;2308104;CE;Mauriti;001;4555;0000000000000021616X
400;16537668000102;2308302;CE;Milagres;001;2300;00000000000000221864
401;21322736000156;2308351;CE;Milh�;001;4377;00000000000000138592
402;18079952000108;2308401;CE;Miss�o Velha;001;2308;00000000000000192678
403;31552716000125;2308500;CE;Momba�a;001;0758;00000000000000298328
404;30196839000108;2308609;CE;Monsenhor Tabosa;001;4374;0000000000000011393X
405;16785692000160;2308708;CE;Morada Nova;001;0863;00000000000000480800
406;21232580000112;2308906;CE;Morrinhos;001;3956;00000000000000124540
407;15693984000100;2311504;CE;Quixer�;001;2512;00000000000000221589
408;21661680000164;2309201;CE;Nova Olinda;001;4380;00000000000000138533
409;30387495000114;2309300;CE;Nova Russas;001;1409;00000000000000347604
410;29440561000193;2309409;CE;Novo Oriente;001;1296;00000000000000171875
411;21238139000148;2309458;CE;Ocara;001;4657;00000000000000124141
412;25328771000133;2309508;CE;Or�s;001;0956;00000000000000222100
413;17975455000125;2309607;CE;Pacajus;001;1105;00000000000000473642
414;19329602000115;2309706;CE;Pacatuba;001;2374;00000000000000295205
415;28852414000168;2309805;CE;Pacoti;001;3982;00000000000000231517
416;22838713000161;2309904;CE;Pacuj�;001;4381;00000000000000094390
417;20182030000173;2310001;CE;Palhano;001;3885;00000000000000108774
418;32447479000103;2310100;CE;Palm�cia;001;0481;0000000000000056351X
419;28835336000193;2310209;CE;Paracuru;001;2391;00000000000000265047
420;35098017000108;2310258;CE;Paraipaba;001;4160;0000000000000019235X
421;32175744000133;2310308;CE;Parambu;104;3443;00000000000000711396
422;29246876000102;2310407;CE;Paramoti;001;1035;00000000000000087068
423;31679295000106;2310506;CE;Pedra Branca;001;0758;0000000000000112207X
424;42313259000132;2310605;CE;Penaforte;001;0640;00000000000000416088
425;21499633000166;2310704;CE;Pentecoste;001;0962;0000000000000042630X
426;17869796000116;2310803;CE;Pereiro;001;4047;00000000000000038881
427;21034503000158;2310852;CE;Pindoretama;001;4161;00000000000000148970
428;17932198000144;2310902;CE;Piquet Carneiro;001;4145;00000000000000152811
429;43487044000109;2310951;CE;Pires Ferreira;001;0332;00000000000000274224
430;18269851000108;2311009;CE;Poranga;104;4368;00000000000000000967
431;15373019000150;2311108;CE;Porteiras;001;2485;00000000000000164224
432;28237965000111;2311207;CE;Potengi;001;2493;00000000000000104361
433;32293322000162;2311231;CE;Potiretama;001;1074;00000000000000243167
434;42587474000121;2311264;CE;Quiterian�polis;001;1155;0000000000000052493X
435;10867692000123;2311306;CE;Quixad�;001;0241;00000000000001679961
436;24107730000154;2311355;CE;Quixel�;001;0122;00000000000000026395
437;18108956000177;2311405;CE;Quixeramobim;001;5363;00000000000000478482
438;21228039000130;2311603;CE;Reden��o;001;1121;00000000000000284246
439;36439767000169;2311702;CE;Reriutaba;001;2521;00000000000000209392
440;27187717000140;2311801;CE;Russas;001;0323;0000000000000050405X
441;28927370000198;2311959;CE;Salitre;001;7331;0000000000000028792X
442;29355637000182;2312205;CE;Santa Quit�ria;001;0823;00000000000000341959
443;17734319000143;2312007;CE;Santana do Acara�;001;2594;00000000000000162191
444;28822688000104;2312106;CE;Santana do Cariri;001;2597;00000000000000192724
445;36448386000146;2312304;CE;S�o Benedito;001;2606;00000000000000222704
446;21602353000131;2312403;CE;S�o Gon�alo do Amarante;001;2622;00000000000000250902
447;21248381000100;2312502;CE;S�o Jo�o do Jaguaribe;001;2701;0000000000000034463X
448;13655335000190;2312601;CE;S�o Lu�s do Curu;001;0962;00000000000001115022
449;00532908000146;2312700;CE;Senador Pompeu;104;0754;00000000000000710228
450;18796968000131;2312908;CE;Sobral;001;4272;00000000000000226181
451;08735931000140;2313005;CE;Solon�pole;001;1150;00000000000000234273
452;17722084000170;2313104;CE;Tabuleiro do Norte;001;2701;00000000000000262277
453;17886019000180;2313203;CE;Tamboril;001;1409;00000000000000144282
454;15436160000155;2313302;CE;Tau�;001;1155;00000000000000357286
455;31480484000147;2313351;CE;Teju�uoca;001;4150;00000000000000129356
456;17395126000105;2313401;CE;Tiangu�;001;1157;00000000000000488003
457;15666230000161;2313500;CE;Trairi;001;2732;00000000000000232300
458;35280036000150;2313559;CE;Tururu;001;3955;00000000000000067733
459;30926637000174;2313609;CE;Ubajara;001;0532;00000000000000241466
460;43181315000195;2313757;CE;Umirim;001;4162;00000000000000129836
461;21345262000168;2313807;CE;Uruburetama;001;1166;00000000000000299286
462;32583899000109;2313906;CE;Uruoca;001;4123;00000000000000129437
463;20138331000108;2313955;CE;Varjota;001;2521;00000000000000180769
464;28931468000119;2314003;CE;V�rzea Alegre;001;1169;00000000000000246018
465;18003227000156;2314102;CE;Vi�osa do Cear�;001;2773;00000000000000220434
466;15558339000185;5300108;DF;Distrito Federal;070;0100;00000000000000441498
467;37830324000167;3200102;ES;Afonso Cl�udio;021;0137;00000000000031234107
468;43918312000191;3200201;ES;Alegre;001;0281;00000000000000316288
469;22941065000174;3200300;ES;Alfredo Chaves;021;0139;00000000000025942194
470;19130221000102;3200409;ES;Anchieta;001;1438;00000000000000241229
471;19129795000160;3200607;ES;Aracruz;021;0111;00000000000023634124
472;43967278000145;3200706;ES;At�lio Viv�cqua;021;0144;00000000000034100164
473;23690653000145;3200805;ES;Baixo Guandu;021;0112;00000000000026234583
474;23902874000130;3200904;ES;Barra de S�o Francisco;021;0113;00000000000031687445
475;24113187000106;3201209;ES;Cachoeiro de Itapemirim;021;0115;00000000000026578492
476;18901079000197;3201308;ES;Cariacica;021;0105;00000000000023796147
477;18938703000120;3201407;ES;Castelo;104;0591;00000000000000001507
478;19916308000100;3201506;ES;Colatina;001;0112;0000000000000065650X
479;42620251000119;3201605;ES;Concei��o da Barra;021;0118;00000000000033800632
480;23255792000140;3201902;ES;Domingos Martins;021;0119;00000000000028175321
481;32115819000190;3202009;ES;Dores do Rio Preto;021;0168;00000000000029517026
482;19077054000183;3200000;ES;Estado do Esp�rito Santo;001;3665;00000000000000800007
483;21513091000139;3202207;ES;Fund�o;021;0166;00000000000031558224
484;43434362000101;3202256;ES;Governador Lindenberg;021;0034;00000000000034008425
485;46619112000126;3202306;ES;Gua�u�;001;0370;0000000000000027903X
486;18861651000131;3202405;ES;Guarapari;021;0174;00000000000023760895
487;20283741000134;3202454;ES;Ibatiba;021;0164;00000000000024483109
488;19114526000120;3202504;ES;Ibira�u;001;2112;00000000000000132063
489;21241597000136;3202553;ES;Ibitirama;021;0167;00000000000025035841
490;30796673000160;3202603;ES;Iconha;021;0149;00000000000029336294
491;28741949000161;3202652;ES;Irupi;021;0038;00000000000283944199
492;30397109000175;3202702;ES;Itagua�u;021;0150;00000000000029071586
493;26574586000191;3203007;ES;I�na;021;0123;00000000000027287895
494;19272903000150;3203130;ES;Jo�o Neiva;001;3680;00000000000000146005
495;43749622000120;3203163;ES;Laranja da Terra;021;0168;00000000000034020206
496;18886805000140;3203205;ES;Linhares;021;0124;00000000000023434145
497;30344623000142;3203403;ES;Mimoso do Sul;021;0125;00000000000033903063
498;29038732000152;3203502;ES;Montanha;104;0716;00000000000000710050
499;21213466000145;3203700;ES;Muniz Freire;001;1299;00000000000000142417
500;17136518000150;3203809;ES;Muqui;104;0592;00000000000000001049
501;30830747000138;3203908;ES;Nova Ven�cia;021;0129;00000000000035275858
502;34609622000133;3204054;ES;Pedro Can�rio;021;0152;00000000000030375943
503;18598199000167;3204203;ES;Pi�ma;021;0153;00000000000023498314
504;31712881000105;3204351;ES;Rio Bananal;021;0159;00000000000029460854
505;18075179000101;3204401;ES;Rio Novo do Sul;021;0161;00000000000022975205
506;22658937000191;3204559;ES;Santa Maria de Jetib�;001;3690;0000000000000017579X
507;19414596000102;3204609;ES;Santa Teresa;001;0209;00000000000000169269
508;29986132000116;3204658;ES;S�o Domingos do Norte;021;0003;00000000000028780633
509;18004194000169;3204807;ES;S�o Jos� do Cal�ado;021;0134;00000000000023554553
510;26294739000147;3204906;ES;S�o Mateus;021;0135;00000000000027341304
511;19171906000105;3205002;ES;Serra;001;1301;00000000000000430498
512;35027557000109;3205010;ES;Sooretama;001;4501;00000000000000149829
513;32174331000134;3205069;ES;Venda Nova do Imigrante;021;0177;00000000000029981503
514;30698399000197;3205101;ES;Viana;021;0092;00000000000034029777
515;43457111000134;3205150;ES;Vila Pav�o;021;0201;00000000000034219519
516;21155656000153;3205176;ES;Vila Val�rio;001;3770;00000000000000122084
517;18543133000170;3205200;ES;Vila Velha;001;1240;00000000000000625663
518;18506533000105;3205309;ES;Vit�ria;021;0236;00000000000023079361
519;19086383000190;5200100;GO;Abadi�nia;104;0646;00000000000000000444
520;19597782000116;5200134;GO;Acre�na;001;0116;00000000000000193380
521;47584083000177;5200209;GO;�gua Limpa;001;0219;00000000000000237434
522;19688306000100;5200258;GO;�guas Lindas de Goi�s;001;4590;00000000000000256307
523;12246115000140;5200308;GO;Alex�nia;001;1302;00000000000000277940
524;10854421000133;5200555;GO;Alto Horizonte;001;3710;00000000000000142026
525;08593353000154;5200605;GO;Alto Para�so de Goi�s;001;4546;00000000000000070793
526;16906534000111;5200803;GO;Alvorada do Norte;001;3620;00000000000000112631
527;09251912000100;5200829;GO;Amaralina;001;1092;0000000000000019316X
528;21670481000112;5200852;GO;Americano do Brasil;001;0557;00000000000000214426
529;20620447000170;5201108;GO;An�polis;001;0324;00000000000000518239
530;19704044000120;5201306;GO;Anicuns;001;0557;0000000000000021647X
531;11671903000110;5201405;GO;Aparecida de Goi�nia;001;1452;0000000000000047424X
532;21213821000186;5201454;GO;Aparecida do Rio doce;001;0836;00000000000000182281
533;13119965000140;5201504;GO;Apor�;001;2938;00000000000000109703
534;24469545000100;5201603;GO;Ara�u;001;0496;00000000000000427977
535;16786432000100;5201801;GO;Aragoi�nia;001;4475;00000000000000186880
536;11238166000167;5202155;GO;Araguapaz;001;1806;00000000000000163023
537;28628541000188;5202353;GO;Aren�polis;001;0865;00000000000000168246
538;34685445000174;5202502;GO;Aruan�;001;0277;00000000000000291056
539;21174567000154;5202601;GO;Auril�ndia;001;0530;00000000000000289647
540;25035026000104;5202809;GO;Avelin�polis;104;3639;00000000000000710417
541;21500449000199;5203104;GO;Baliza;001;1158;00000000000000153370
542;11221170000112;5203302;GO;Bela Vista de Goi�s;001;2852;00000000000000222283
543;20776915000109;5203401;GO;Bom Jardim de Goi�s;001;3019;00000000000000128546
544;11308381000197;5203500;GO;Bom Jesus de Goi�s;104;1735;00000000000000000556
545;28946554000103;5203559;GO;Bonfin�polis;001;0868;00000000000000208205
546;19188899000146;5203575;GO;Bon�polis;104;0794;00000000000000002388
547;28910624000165;5203609;GO;Brazabrantes;104;3405;00000000000000712107
548;19290714000100;5203807;GO;Brit�nia;104;1240;00000000000000710501
549;09234987000183;5203939;GO;Buriti de Goi�s;001;3337;0000000000000014407X
550;09449510000115;5204003;GO;Cabeceiras;001;0377;00000000000000572802
551;23589808000151;5204102;GO;Cachoeira Alta;001;1685;00000000000000253642
552;22280975000153;5204201;GO;Cachoeira de Goi�s;001;5304;00000000000000232092
553;19758479000158;5204250;GO;Cachoeira Dourada;104;0015;00000000000000003116
554;19795882000157;5204300;GO;Ca�u;001;0836;00000000000000174742
555;08880591000140;5204409;GO;Caiap�nia;104;4735;00000000000006000503
556;15006361000112;5204508;GO;Caldas Novas;104;2510;00000000000000006910
557;28839803000153;5204607;GO;Campestre de Goi�s;104;1241;00000000000000710221
558;25090351000161;5204706;GO;Campinorte;104;4814;00000000000000710739
559;20026341000143;5204805;GO;Campo Alegre de Goi�s;001;4371;00000000000000088099
560;19862086000190;5204854;GO;Campo Limpo de Goi�s;001;3206;00000000000000182486
561;23156616000151;5204953;GO;Campos Verdes;104;4805;00000000000000710730
562;23566882000152;5205000;GO;Carmo do Rio Verde;001;1752;00000000000000159697
563;18778648000159;5205059;GO;Castel�ndia;001;3743;00000000000000225355
564;21661248000173;5205109;GO;Catal�o;001;0311;00000000000000588059
565;23300061000170;5205307;GO;Cavalcante;001;3713;00000000000000142808
566;21284653000110;5205406;GO;Ceres;001;0458;00000000000000375551
567;21462571000118;5205455;GO;Cezarina;001;0515;00000000000000302899
568;08345344000144;5205471;GO;Chapad�o do C�u;001;3776;00000000000000089028
569;19680904000133;5205497;GO;Cidade Ocidental;104;4222;00000000000000710285
570;18253027000151;5205513;GO;Cocalzinho de Goi�s;001;8182;0000000000000000149X
571;16367186000151;5205521;GO;Colinas do Sul;001;2341;00000000000000269344
572;19845777000185;5205901;GO;Corumba�ba;001;4406;00000000000000103918
573;08923392000172;5206206;GO;Cristalina;001;1051;00000000000000217972
574;20003296000101;5206701;GO;Damian�polis;001;3620;00000000000000209724
575;19352013000158;5206800;GO;Damol�ndia;104;1251;00000000000000001535
576;17805731000107;5206909;GO;Davin�polis;001;0311;00000000000000587737
577;21244630000181;5207105;GO;Diorama;104;1338;00000000000000003352
578;20386220000102;5207253;GO;Doverl�ndia;001;3670;00000000000000123498
579;17210309000109;5207352;GO;Edealina;001;1308;00000000000000159735
580;37879913000130;5200000;GO;Estado de Goi�s;104;2444;00000000000000003475
581;33727343000101;5207535;GO;Faina;104;1238;00000000000000711620
582;10970743000148;5207600;GO;Fazenda Nova;001;2057;00000000000000133833
583;23583291000193;5207808;GO;Firmin�polis;104;4418;00000000000000000615
584;23348781000105;5207907;GO;Flores de Goi�s;001;0377;00000000000000521639
585;23721029000168;5208004;GO;Formosa;104;0791;00000000000000003000
586;19085807000100;5208103;GO;Formoso;001;5134;0000000000000029151X
587;22822237000190;5208152;GO;Gameleira de Goi�s;001;0988;00000000000000189537
588;20089396000100;5208400;GO;Goian�polis;104;4816;00000000000000001917
589;22987734000149;5208509;GO;Goiandira;001;0572;00000000000000144436
590;23595982000107;5208608;GO;Goian�sia;104;2511;00000000000000711562
591;05148967000139;5208707;GO;Goi�nia;104;2510;00000000000000005816
592;18782312000160;5208806;GO;Goianira;104;3405;00000000000000044610
593;19167639000194;5208905;GO;Goi�s;001;0277;0000000000000027562X
594;12973401000107;5209101;GO;Goiatuba;001;0491;00000000000000285218
595;21570469000136;5209150;GO;Gouvel�ndia;001;3675;00000000000000109533
596;41087653000137;5209200;GO;Guap�;104;4822;00000000000000710511
597;18252807000187;5209457;GO;Guarinos;104;3403;00000000000000711606
598;28862054000185;5209606;GO;Heitora�;001;0559;00000000000000286567
599;19777765000160;5209705;GO;Hidrol�ndia;104;4941;00000000000000710756
600;20150720000140;5209903;GO;Iaciara;001;4782;00000000000000021490
601;28823675000150;5209937;GO;Inaciol�ndia;104;0015;00000000000000710300
602;22852373000123;5209952;GO;Indiara;104;4475;00000000000000000462
603;09157521000121;5210000;GO;Inhumas;001;0496;00000000000000279153
604;19552796000113;5210109;GO;Ipameri;104;1239;00000000000000001238
605;21366243000118;5210158;GO;Ipiranga de Goi�s;001;0780;00000000000000237035
606;20718770000181;5210208;GO;Ipor�;001;0632;00000000000000336181
607;10724749000135;5210307;GO;Israel�ndia;001;0632;00000000000000394726
608;04916781000110;5210406;GO;Itabera�;104;0859;00000000000000107994
609;22825253000137;5210562;GO;Itaguari;104;0859;00000000000000001686
610;21231308000118;5210604;GO;Itaguaru;001;3676;00000000000000061255
611;19795925000102;5210802;GO;Itaj�;001;0931;00000000000000123676
612;17742572000149;5210901;GO;Itapaci;001;2165;00000000000000355003
613;21384887000139;5211008;GO;Itapirapu�;001;2174;00000000000000121258
614;22579489000130;5211206;GO;Itapuranga;104;1252;00000000000000710035
615;21323567000179;5211404;GO;Itau�u;001;0496;00000000000000090646
616;14282414000165;5211503;GO;Itumbiara;001;0376;00000000000000525006
617;46193190000101;5211602;GO;Ivol�ndia;001;0632;00000000000000438227
618;23582790000166;5211701;GO;Jandaia;001;2204;00000000000000113298
619;43908146000142;5211800;GO;Jaragu�;001;6424;00000000000000075396
620;03073141000122;5211909;GO;Jata�;001;0313;0000000000000041185X
621;19070050000173;5212006;GO;Jaupaci;001;0632;00000000000000317691
622;21148425000112;5212204;GO;Jussara;001;0639;00000000000000230057
